This data contains example velocities, not measured velocities  
CDP-X       CDP-Y   Time(ms)  Vrms    Vint    Vavg   Depth(m)
 623912.56  6087166.40 1018.77 2035.06 2175.00 2028.83 1033.46
 623912.56  6087166.40  907.33 2005.69 2260.00 2000.44  907.53
 623912.56  6087166.40 1848.00 2215.19 2400.00 2203.82 2036.33
 624112.48  6087171.99   50.00 1500.00 1500.00 1500.00   37.50
 624112.48  6087171.99  582.26 1924.82 1960.00 1920.50  559.11
 624112.48  6087171.99 1018.42 2035.73 2175.00 2029.49 1033.43
 624112.48  6087171.99  901.91 2004.93 2260.00 1999.72  901.78
 624112.48  6087171.99 1848.00 2216.01 2400.00 2204.64 2037.09
 624312.41  6087177.58   50.00 1500.00 1500.00 1500.00   37.50
 624312.41  6087177.58  580.21 1924.69 1960.00 1920.36  557.11
 624312.41  6087177.58 1018.04 2036.12 2175.00 2029.87 1033.25
 624312.41  6087177.58  897.41 2004.12 2260.00 1998.94  896.94
 624312.41  6087177.58 1848.00 2216.60 2400.00 2205.24 2037.64
 624512.33  6087183.17   50.00 1500.00 1500.00 1500.00   37.50
 624512.33  6087183.17  578.12 1924.56 1960.00 1920.22  555.06
 624512.33  6087183.17 1017.67 2036.51 2175.00 2030.26 1033.07
 624512.33  6087183.17  892.31 2003.12 2260.00 1997.99  891.41
 624512.33  6087183.17 1848.00 2217.25 2400.00 2205.89 2038.24
 624712.25  6087188.75   50.00 1500.00 1500.00 1500.00   37.50
 624712.25  6087188.75  575.70 1924.41 1960.00 1920.05  552.69
 624712.25  6087188.75 1017.30 2036.98 2175.00 2030.72 1032.93
 624712.25  6087188.75  884.72 2001.42 2260.00 1996.36  883.11
 624712.25  6087188.75 1848.00 2218.14 2400.00 2206.76 2039.05
 624912.17  6087194.34   50.00 1500.00 1500.00 1500.00   37.50
 624912.17  6087194.34  572.73 1924.23 1960.00 1919.84  549.77
 624912.17  6087194.34 1016.92 2037.57 2175.00 2031.30 1032.83
 624912.17  6087194.34  875.97 1999.46 2260.00 1994.49  873.55
 624912.17  6087194.34 1848.00 2219.17 2400.00 2207.79 2040.00
 625112.10  6087199.93   50.00 1500.00 1500.00 1500.00   37.50
 625112.10  6087199.93  568.85 1923.98 1960.00 1919.57  545.97
 625112.10  6087199.93 1016.54 2038.34 2175.00 2032.06 1032.84
 625112.10  6087199.93  867.46 1997.78 2260.00 1992.89  864.37
 625112.10  6087199.93 1848.00 2220.29 2400.00 2208.90 2041.02
 625312.02  6087205.52   50.00 1500.00 1500.00 1500.00   37.50
 625312.02  6087205.52  563.98 1923.67 1960.00 1919.22  541.20
 625312.02  6087205.52 1016.16 2039.34 2175.00 2033.04 1032.95
 625312.02  6087205.52  858.37 1996.12 2260.00 1991.32  854.65
 625312.02  6087205.52 1848.00 2221.55 2400.00 2210.17 2042.20
 625511.94  6087211.10   50.00 1500.00 1500.00 1500.00   37.50
 625511.94  6087211.10  558.33 1923.30 1960.00 1918.81  535.67
 625511.94  6087211.10 1014.64 2040.34 2175.00 2034.02 1031.90
 625511.94  6087211.10  846.79 1993.93 2260.00 1989.23  842.23
 625511.94  6087211.10 1848.00 2223.16 2400.00 2211.78 2043.68
 625711.86  6087216.69   50.00 1500.00 1500.00 1500.00   37.50
 625711.86  6087216.69  551.73 1922.85 1960.00 1918.31  529.19
 625711.86  6087216.69 1014.20 2041.70 2175.00 2035.36 1032.13
 625711.86  6087216.69  833.86 1991.34 2260.00 1986.78  828.35
 625711.86  6087216.69 1848.00 2224.92 2400.00 2213.54 2045.32
 625911.78  6087222.28   50.00 1500.00 1500.00 1500.00   37.50
 625911.78  6087222.28  544.39 1922.35 1960.00 1917.75  522.01
 625911.78  6087222.28 1012.93 2043.10 2175.00 2036.74 1031.54
 625911.78  6087222.28  819.69 1988.52 2260.00 1984.11  813.18
 625911.78  6087222.28 1848.00 2226.89 2400.00 2215.53 2047.15
 626111.71  6087227.87   50.00 1500.00 1500.00 1500.00   37.50
 626111.71  6087227.87  536.23 1921.77 1960.00 1917.11  514.01
 626111.71  6087227.87 1012.49 2044.79 2175.00 2038.42 1031.93
 626111.71  6087227.87  805.10 1985.59 2260.00 1981.34  797.59
 626111.71  6087227.87 1848.00 2228.95 2400.00 2217.61 2049.07
 626311.63  6087233.45   50.00 1500.00 1500.00 1500.00   37.50
 626311.63  6087233.45  527.07 1921.10 1960.00 1916.36  505.03
 626311.63  6087233.45 1012.04 2046.70 2175.00 2040.30 1032.43
 626311.63  6087233.45  790.15 1982.68 2260.00 1978.61  781.70
 626311.63  6087233.45 1848.00 2231.14 2400.00 2219.82 2051.12
 626511.55  6087239.04   50.00 1500.00 1500.00 1500.00   37.50
 626511.55  6087239.04  515.59 1920.22 1960.00 1915.39  493.78
 626511.55  6087239.04 1011.58 2049.11 2175.00 2042.68 1033.17
 626511.55  6087239.04  772.87 1979.43 2260.00 1975.56  763.43
 626511.55  6087239.04 1848.00 2233.76 2400.00 2222.49 2053.58
 626711.47  6087244.63   50.00 1500.00 1500.00 1500.00   37.50
 626711.47  6087244.63  503.70 1919.27 1960.00 1914.34  482.12
 626711.47  6087244.63 1011.13 2051.60 2175.00 2045.15 1033.95
 626711.47  6087244.63  755.20 1975.99 2260.00 1972.34  744.76
 626711.47  6087244.63 1848.00 2236.46 2400.00 2225.23 2056.12
 626911.39  6087250.22   50.00 1500.00 1500.00 1500.00   37.50
 626911.39  6087250.22  493.83 1918.45 1960.00 1913.43  472.46
 626911.39  6087250.22 1010.67 2053.65 2175.00 2047.19 1034.51
 626911.39  6087250.22  738.92 1972.34 2260.00 1968.93  727.44
 626911.39  6087250.22 1848.00 2238.83 2400.00 2227.64 2058.34
 627111.32  6087255.80   50.00 1500.00 1500.00 1500.00   37.50
 627111.32  6087255.80  486.83 1917.85 1960.00 1912.76  465.60
 627111.32  6087255.80 1010.20 2055.09 2175.00 2048.62 1034.76
 627111.32  6087255.80  734.73 1972.79 2260.00 1969.37  723.48
 627111.32  6087255.80 1848.00 2239.93 2400.00 2228.79 2059.40
 627311.24  6087261.39   50.00 1500.00 1500.00 1500.00   37.50
 627311.24  6087261.39  489.22 1918.05 1960.00 1912.99  467.94
 627311.24  6087261.39 1009.73 2054.53 2175.00 2048.05 1033.99
 627311.24  6087261.39  736.71 1972.95 2260.00 1969.51  725.48
 627311.24  6087261.39 1848.00 2239.54 2400.00 2228.38 2059.03
 627511.16  6087266.98   50.00 1500.00 1500.00 1500.00   37.50
 627511.16  6087266.98  495.70 1918.61 1960.00 1913.60  474.29
 627511.16  6087266.98 1009.26 2053.08 2175.00 2046.61 1032.79
 627511.16  6087266.98  726.30 1966.57 2260.00 1963.48  713.03
 627511.16  6087266.98 1848.00 2239.68 2400.00 2228.44 2059.08
 627711.08  6087272.57   50.00 1500.00 1500.00 1500.00   37.50
 627711.08  6087272.57  497.39 1918.75 1960.00 1913.76  475.95
 627711.08  6087272.57 1008.79 2052.66 2175.00 2046.19 1032.09
 627711.08  6087272.57  712.44 1959.96 2260.00 1957.25  697.21
 627711.08  6087272.57 1848.00 2240.62 2400.00 2229.31 2059.89
 627911.00  6087278.15   50.00 1500.00 1500.00 1500.00   37.50
 627911.00  6087278.15  497.51 1918.76 1960.00 1913.77  476.06
 627911.00  6087278.15 1008.31 2052.57 2175.00 2046.11 1031.55
 627911.00  6087278.15  702.84 1955.57 2260.00 1953.15  686.38
 627911.00  6087278.15 1848.00 2241.38 2400.00 2230.05 2060.57
 628110.93  6087283.74   50.00 1500.00 1500.00 1500.00   37.50
 628110.93  6087283.74  491.41 1918.24 1960.00 1913.20  470.08
 628110.93  6087283.74 1007.83 2053.82 2175.00 2047.35 1031.69
 628110.93  6087283.74  695.41 1954.12 2260.00 1951.81  678.66
 628110.93  6087283.74 1848.00 2242.64 2400.00 2231.34 2061.76
 628310.85  6087289.33   50.00 1500.00 1500.00 1500.00   37.50
 628310.85  6087289.33  488.19 1917.96 1960.00 1912.89  466.92
 628310.85  6087289.33 1007.35 2054.45 2175.00 2047.97 1031.51
 628310.85  6087289.33  692.22 1953.73 2260.00 1951.45  675.41
 628310.85  6087289.33 1848.00 2243.26 2400.00 2231.98 2062.35
 628510.77  6087294.92   50.00 1500.00 1500.00 1500.00   37.50
 628510.77  6087294.92  492.91 1918.37 1960.00 1913.34  471.55
 628510.77  6087294.92 1006.86 2053.38 2175.00 2046.90 1030.48
 628510.77  6087294.92  671.62 1942.04 2260.00 1940.54  651.65
 628510.77  6087294.92 1848.00 2244.40 2400.00 2233.02 2063.31
 628710.69  6087300.50   50.00 1500.00 1500.00 1500.00   37.50
 628710.69  6087300.50  479.87 1917.23 1960.00 1912.07  458.77
 628710.69  6087300.50 1006.39 2056.12 2175.00 2049.63 1031.36
 628710.69  6087300.50  671.65 1946.56 2260.00 1944.78  653.10
 628710.69  6087300.50 1848.00 2245.81 2400.00 2234.55 2064.73
 628910.61  6087306.09   50.00 1500.00 1500.00 1500.00   37.50
 628910.61  6087306.09  469.84 1916.30 1960.00 1911.05  448.94
 628910.61  6087306.09 1005.90 2058.22 2175.00 2051.71 1031.91
 628910.61  6087306.09  633.90 1930.01 2260.00 1929.48  611.55
 628910.61  6087306.09 1848.00 2249.87 2400.00 2238.60 2068.47
 629110.54  6087311.68   50.00 1500.00 1500.00 1500.00   37.50
 629110.54  6087311.68  447.68 1914.12 1960.00 1908.62  427.23
 629110.54  6087311.68 1005.43 2062.92 2175.00 2056.39 1033.78
 629110.54  6087311.68  630.94 1936.47 2260.00 1935.54  610.60
 629110.54  6087311.68 1848.00 2252.49 2400.00 2241.43 2071.08
 605514.15  6086852.28   50.00 1500.00 1500.00 1500.00   37.50
 605514.15  6086852.28  449.29 1914.28 1960.00 1908.81  428.80
 605514.15  6086852.28 1004.98 2062.52 2175.00 2056.00 1033.11
 605514.15  6086852.28 1096.40 2079.70 2260.00 2073.01 1136.42
 605514.15  6086852.28 1848.00 2215.56 2400.00 2206.00 2038.34
 605714.07  6086857.86   50.00 1500.00 1500.00 1500.00   37.50
 605714.07  6086857.86  763.99 1933.24 1960.00 1929.89  737.21
 605714.07  6086857.86 1004.55 1993.81 2175.00 1988.59  998.82
 605714.07  6086857.86 1096.04 2017.37 2260.00 2011.24 1102.20
 605714.07  6086857.86 1848.00 2181.18 2400.00 2169.43 2004.56
 605914.00  6086863.45   50.00 1500.00 1500.00 1500.00   37.50
 605914.00  6086863.45  762.41 1933.19 1960.00 1929.83  735.66
 605914.00  6086863.45 1004.16 1994.09 2175.00 1988.86  998.56
 605914.00  6086863.45 1095.72 2017.65 2260.00 2011.51 1102.03
 605914.00  6086863.45 1848.00 2181.40 2400.00 2169.66 2004.76
 606113.92  6086869.04   50.00 1500.00 1500.00 1500.00   37.50
 606113.92  6086869.04  759.27 1933.08 1960.00 1929.71  732.59
 606113.92  6086869.04 1003.82 1994.72 2175.00 1989.46  998.53
 606113.92  6086869.04 1095.45 2018.25 2260.00 2012.09 1102.07
 606113.92  6086869.04 1848.00 2181.78 2400.00 2170.06 2005.13
 606313.84  6086874.63   50.00 1500.00 1500.00 1500.00   37.50
 606313.84  6086874.63  755.51 1932.94 1960.00 1929.56  728.90
 606313.84  6086874.63 1003.54 1995.50 2175.00 1990.22  998.63
 606313.84  6086874.63 1094.75 2018.86 2260.00 2012.70 1101.70
 606313.84  6086874.63 1848.00 2182.27 2400.00 2170.56 2005.60
 606513.76  6086880.21   50.00 1500.00 1500.00 1500.00   37.50
 606513.76  6086880.21  751.48 1932.80 1960.00 1929.39  724.95
 606513.76  6086880.21 1003.35 1996.36 2175.00 1991.05  998.86
 606513.76  6086880.21 1093.36 2019.37 2260.00 2013.19 1100.58
 606513.76  6086880.21 1848.00 2182.83 2400.00 2171.14 2006.14
 606713.68  6086885.80   50.00 1500.00 1500.00 1500.00   37.50
 606713.68  6086885.80  747.36 1932.65 1960.00 1929.23  720.91
 606713.68  6086885.80 1003.44 1997.29 2175.00 1991.95  999.40
 606713.68  6086885.80 1091.47 2019.75 2260.00 2013.57 1098.87
 606713.68  6086885.80 1848.00 2183.43 2400.00 2171.76 2006.71
 606913.61  6086891.39   50.00 1500.00 1500.00 1500.00   37.50
 606913.61  6086891.39  743.44 1932.50 1960.00 1929.06  717.07
 606913.61  6086891.39 1003.41 1998.16 2175.00 1992.78  999.79
 606913.61  6086891.39 1089.08 2019.98 2260.00 2013.80 1096.59
 606913.61  6086891.39 1848.00 2184.06 2400.00 2172.40 2007.30
 607113.53  6086896.98   50.00 1500.00 1500.00 1500.00   37.50
 607113.53  6086896.98  739.63 1932.36 1960.00 1928.90  713.33
 607113.53  6086896.98 1003.32 1998.98 2175.00 1993.58 1000.10
 607113.53  6086896.98 1086.84 2020.24 2260.00 2014.06 1094.48
 607113.53  6086896.98 1848.00 2184.67 2400.00 2173.02 2007.87
 607313.45  6086902.56   50.00 1500.00 1500.00 1500.00   37.50
 607313.45  6086902.56  735.63 1932.21 1960.00 1928.73  709.42
 607313.45  6086902.56 1003.16 1999.84 2175.00 1994.41 1000.35
 607313.45  6086902.56 1084.62 2020.54 2260.00 2014.36 1092.40
 607313.45  6086902.56 1848.00 2185.29 2400.00 2173.66 2008.46
 607513.37  6086908.15   50.00 1500.00 1500.00 1500.00   37.50
 607513.37  6086908.15  731.24 1932.04 1960.00 1928.55  705.11
 607513.37  6086908.15 1002.95 2000.78 2175.00 1995.31 1000.60
 607513.37  6086908.15 1082.61 2020.98 2260.00 2014.79 1090.61
 607513.37  6086908.15 1848.00 2185.95 2400.00 2174.33 2009.08
 607713.29  6086913.74   50.00 1500.00 1500.00 1500.00   37.50
 607713.29  6086913.74  726.68 1931.86 1960.00 1928.35  700.65
 607713.29  6086913.74 1002.71 2001.74 2175.00 1996.25 1000.83
 607713.29  6086913.74 1081.77 2021.73 2260.00 2015.52 1090.17
 607713.29  6086913.74 1848.00 2186.53 2400.00 2174.94 2009.64
 607913.22  6086919.33   50.00 1500.00 1500.00 1500.00   37.50
 607913.22  6086919.33  722.41 1931.69 1960.00 1928.16  696.46
 607913.22  6086919.33 1002.44 2002.64 2175.00 1997.12 1000.99
 607913.22  6086919.33 1080.05 2022.23 2260.00 2016.01 1088.70
 607913.22  6086919.33 1848.00 2187.15 2400.00 2175.58 2010.23
 608113.14  6086924.91   50.00 1500.00 1500.00 1500.00   37.50
 608113.14  6086924.91  718.40 1931.53 1960.00 1927.98  692.53
 608113.14  6086924.91 1002.14 2003.47 2175.00 1997.92 1001.10
 608113.14  6086924.91 1077.87 2022.56 2260.00 2016.34 1086.67
 608113.14  6086924.91 1848.00 2187.78 2400.00 2176.22 2010.83
 608313.06  6086930.50   50.00 1500.00 1500.00 1500.00   37.50
 608313.06  6086930.50  714.67 1931.38 1960.00 1927.82  688.88
 608313.06  6086930.50 1001.81 2004.24 2175.00 1998.67 1001.15
 608313.06  6086930.50 1075.65 2022.83 2260.00 2016.60 1084.58
 608313.06  6086930.50 1848.00 2188.39 2400.00 2176.84 2011.40
 608512.98  6086936.09   50.00 1500.00 1500.00 1500.00   37.50
 608512.98  6086936.09  711.25 1931.25 1960.00 1927.66  685.52
 608512.98  6086936.09 1001.48 2004.94 2175.00 1999.34 1001.16
 608512.98  6086936.09 1074.02 2023.18 2260.00 2016.95 1083.12
 608512.98  6086936.09 1848.00 2188.91 2400.00 2177.38 2011.90
 608712.90  6086941.67   50.00 1500.00 1500.00 1500.00   37.50
 608712.90  6086941.67  707.96 1931.11 1960.00 1927.51  682.30
 608712.90  6086941.67 1001.13 2005.61 2175.00 1999.99 1001.13
 608712.90  6086941.67 1072.82 2023.60 2260.00 2017.36 1082.14
 608712.90  6086941.67 1848.00 2189.38 2400.00 2177.87 2012.35
 608912.83  6086947.26   50.00 1500.00 1500.00 1500.00   37.50
 608912.83  6086947.26  704.94 1930.99 1960.00 1927.37  679.34
 608912.83  6086947.26 1000.76 2006.21 2175.00 2000.57 1001.05
 608912.83  6086947.26 1071.95 2024.05 2260.00 2017.80 1081.49
 608912.83  6086947.26 1848.00 2189.80 2400.00 2178.30 2012.75
 609112.75  6086952.85   50.00 1500.00 1500.00 1500.00   37.50
 609112.75  6086952.85  701.99 1930.86 1960.00 1927.24  676.45
 609112.75  6086952.85 1000.40 2006.80 2175.00 2001.14 1000.97
 609112.75  6086952.85 1071.14 2024.50 2260.00 2018.24 1080.91
 609112.75  6086952.85 1848.00 2190.21 2400.00 2178.72 2013.14
 609312.67  6086958.44   50.00 1500.00 1500.00 1500.00   37.50
 609312.67  6086958.44  698.75 1930.73 1960.00 1927.08  673.28
 609312.67  6086958.44 1000.01 2007.45 2175.00 2001.77 1000.89
 609312.67  6086958.44 1070.83 2025.12 2260.00 2018.85 1080.93
 609312.67  6086958.44 1848.00 2190.61 2400.00 2179.14 2013.53
 609512.59  6086964.02   50.00 1500.00 1500.00 1500.00   37.50
 609512.59  6086964.02  695.64 1930.60 1960.00 1926.94  670.23
 609512.59  6086964.02  999.62 2008.07 2175.00 2002.37 1000.80
 609512.59  6086964.02 1070.23 2025.65 2260.00 2019.37 1080.60
 609512.59  6086964.02 1848.00 2191.01 2400.00 2179.57 2013.92
 609712.51  6086969.61   50.00 1500.00 1500.00 1500.00   37.50
 609712.51  6086969.61  693.05 1930.49 1960.00 1926.81  667.69
 609712.51  6086969.61  999.22 2008.57 2175.00 2002.86 1000.64
 609712.51  6086969.61 1068.66 2025.86 2260.00 2019.57 1079.11
 609712.51  6086969.61 1848.00 2191.44 2400.00 2180.00 2014.32
 609912.44  6086975.20   50.00 1500.00 1500.00 1500.00   37.50
 609912.44  6086975.20  690.71 1930.38 1960.00 1926.70  665.40
 609912.44  6086975.20  998.81 2009.02 2175.00 2003.29 1000.45
 609912.44  6086975.20 1066.69 2025.92 2260.00 2019.63 1077.16
 609912.44  6086975.20 1848.00 2191.88 2400.00 2180.44 2014.73
 610112.36  6086980.79   50.00 1500.00 1500.00 1500.00   37.50
 610112.36  6086980.79  688.30 1930.28 1960.00 1926.58  663.04
 610112.36  6086980.79  998.39 2009.48 2175.00 2003.74 1000.25
 610112.36  6086980.79 1064.91 2026.04 2260.00 2019.75 1075.42
 610112.36  6086980.79 1848.00 2192.31 2400.00 2180.88 2015.13
 610312.28  6086986.37   50.00 1500.00 1500.00 1500.00   37.50
 610312.28  6086986.37  685.66 1930.16 1960.00 1926.46  660.45
 610312.28  6086986.37  997.96 2009.99 2175.00 2004.23 1000.07
 610312.28  6086986.37 1062.56 2026.07 2260.00 2019.78 1073.07
 610312.28  6086986.37 1848.00 2192.80 2400.00 2181.38 2015.60
 610512.20  6086991.96   50.00 1500.00 1500.00 1500.00   37.50
 610512.20  6086991.96  683.16 1930.05 1960.00 1926.33  658.00
 610512.20  6086991.96  997.52 2010.47 2175.00 2004.70  999.86
 610512.20  6086991.96 1061.36 2026.35 2260.00 2020.05 1072.00
 610512.20  6086991.96 1848.00 2193.20 2400.00 2181.79 2015.97
 610712.12  6086997.55   50.00 1500.00 1500.00 1500.00   37.50
 610712.12  6086997.55  680.98 1929.96 1960.00 1926.23  655.86
 610712.12  6086997.55  997.07 2010.88 2175.00 2005.09  999.61
 610712.12  6086997.55 1058.61 2026.20 2260.00 2019.91 1069.15
 610712.12  6086997.55 1848.00 2193.68 2400.00 2182.27 2016.42
 610912.05  6087003.14   50.00 1500.00 1500.00 1500.00   37.50
 610912.05  6087003.14  678.59 1929.85 1960.00 1926.11  653.52
 610912.05  6087003.14  996.62 2011.33 2175.00 2005.53  999.37
 610912.05  6087003.14 1055.48 2026.00 2260.00 2019.72 1065.89
 610912.05  6087003.14 1848.00 2194.21 2400.00 2182.80 2016.91
 611111.97  6087008.72   50.00 1500.00 1500.00 1500.00   37.50
 611111.97  6087008.72  675.73 1929.72 1960.00 1925.96  650.72
 611111.97  6087008.72  996.15 2011.88 2175.00 2006.07  999.17
 611111.97  6087008.72 1053.99 2026.29 2260.00 2020.00 1064.53
 611111.97  6087008.72 1848.00 2194.67 2400.00 2183.27 2017.34
 611311.89  6087014.31   50.00 1500.00 1500.00 1500.00   37.50
 611311.89  6087014.31  672.91 1929.60 1960.00 1925.82  647.96
 611311.89  6087014.31  995.67 2012.43 2175.00 2006.59  998.95
 611311.89  6087014.31 1050.70 2026.14 2260.00 2019.87 1061.14
 611311.89  6087014.31 1848.00 2195.26 2400.00 2183.87 2017.90
 611511.81  6087019.90   50.00 1500.00 1500.00 1500.00   37.50
 611511.81  6087019.90  670.46 1929.48 1960.00 1925.70  645.55
 611511.81  6087019.90  995.18 2012.89 2175.00 2007.04  998.68
 611511.81  6087019.90 1049.99 2026.53 2260.00 2020.25 1060.62
 611511.81  6087019.90 1848.00 2195.61 2400.00 2184.23 2018.23
 611711.73  6087025.49   50.00 1500.00 1500.00 1500.00   37.50
 611711.73  6087025.49  668.20 1929.38 1960.00 1925.58  643.34
 611711.73  6087025.49  994.13 2013.21 2175.00 2007.35  997.79
 611711.73  6087025.49 1049.65 2027.02 2260.00 2020.71 1060.52
 611711.73  6087025.49 1848.00 2195.94 2400.00 2184.57 2018.54
 611911.66  6087031.07   50.00 1500.00 1500.00 1500.00   37.50
 611911.66  6087031.07  666.64 1929.31 1960.00 1925.50  641.81
 611911.66  6087031.07  993.62 2013.47 2175.00 2007.60  997.39
 611911.66  6087031.07 1049.78 2027.42 2260.00 2021.11 1060.85
 611911.66  6087031.07 1848.00 2196.12 2400.00 2184.76 2018.72
 612111.58  6087036.66   50.00 1500.00 1500.00 1500.00   37.50
 612111.58  6087036.66  666.17 1929.29 1960.00 1925.47  641.35
 612111.58  6087036.66  993.10 2013.49 2175.00 2007.62  996.88
 612111.58  6087036.66 1049.78 2027.56 2260.00 2021.25 1060.93
 612111.58  6087036.66 1848.00 2196.19 2400.00 2184.84 2018.80
 612311.50  6087042.25   50.00 1500.00 1500.00 1500.00   37.50
 612311.50  6087042.25  665.74 1929.26 1960.00 1925.45  640.92
 612311.50  6087042.25  992.57 2013.49 2175.00 2007.62  996.35
 612311.50  6087042.25 1050.02 2027.76 2260.00 2021.43 1061.27
 612311.50  6087042.25 1848.00 2196.25 2400.00 2184.90 2018.85
 612511.42  6087047.84   50.00 1500.00 1500.00 1500.00   37.50
 612511.42  6087047.84  664.80 1929.22 1960.00 1925.40  640.00
 612511.42  6087047.84  992.04 2013.61 2175.00 2007.74  995.88
 612511.42  6087047.84 1050.10 2028.02 2260.00 2021.68 1061.48
 612511.42  6087047.84 1848.00 2196.37 2400.00 2185.03 2018.97
 612711.35  6087053.42   50.00 1500.00 1500.00 1500.00   37.50
 612711.35  6087053.42  663.14 1929.14 1960.00 1925.32  638.38
 612711.35  6087053.42  991.50 2013.89 2175.00 2008.00  995.46
 612711.35  6087053.42 1047.23 2027.74 2260.00 2021.42 1058.44
 612711.35  6087053.42 1848.00 2196.81 2400.00 2185.46 2019.37
 612911.27  6087059.01   50.00 1500.00 1500.00 1500.00   37.50
 612911.27  6087059.01  660.84 1929.04 1960.00 1925.20  636.12
 612911.27  6087059.01  990.96 2014.31 2175.00 2008.41  995.13
 612911.27  6087059.01 1044.48 2027.63 2260.00 2021.31 1055.61
 612911.27  6087059.01 1848.00 2197.30 2400.00 2185.96 2019.83
 613111.19  6087064.60   50.00 1500.00 1500.00 1500.00   37.50
 613111.19  6087064.60  658.81 1928.94 1960.00 1925.09  634.14
 613111.19  6087064.60  990.42 2014.67 2175.00 2008.76  994.76
 613111.19  6087064.60 1043.28 2027.82 2260.00 2021.49 1054.49
 613111.19  6087064.60 1848.00 2197.65 2400.00 2186.32 2020.16
 613311.11  6087070.19   50.00 1500.00 1500.00 1500.00   37.50
 613311.11  6087070.19  656.95 1928.85 1960.00 1924.99  632.31
 613311.11  6087070.19  989.87 2015.00 2175.00 2009.07  994.36
 613311.11  6087070.19 1040.76 2027.66 2260.00 2021.34 1051.87
 613311.11  6087070.19 1848.00 2198.08 2400.00 2186.75 2020.56
 613511.03  6087075.77   50.00 1500.00 1500.00 1500.00   37.50
 613511.03  6087075.77  655.07 1928.76 1960.00 1924.89  630.47
 613511.03  6087075.77  989.32 2015.32 2175.00 2009.39  993.97
 613511.03  6087075.77 1039.50 2027.81 2260.00 2021.49 1050.67
 613511.03  6087075.77 1848.00 2198.41 2400.00 2187.09 2020.87
 613710.96  6087081.36   50.00 1500.00 1500.00 1500.00   37.50
 613710.96  6087081.36  653.37 1928.68 1960.00 1924.80  628.81
 613710.96  6087081.36  988.77 2015.61 2175.00 2009.67  993.55
 613710.96  6087081.36 1036.90 2027.60 2260.00 2021.29 1047.94
 613710.96  6087081.36 1848.00 2198.83 2400.00 2187.51 2021.26
 613910.88  6087086.95   50.00 1500.00 1500.00 1500.00   37.50
 613910.88  6087086.95  651.71 1928.60 1960.00 1924.71  627.17
 613910.88  6087086.95  988.22 2015.89 2175.00 2009.94  993.13
 613910.88  6087086.95 1035.23 2027.61 2260.00 2021.29 1046.25
 613910.88  6087086.95 1848.00 2199.17 2400.00 2187.85 2021.58
 614110.80  6087092.54   50.00 1500.00 1500.00 1500.00   37.50
 614110.80  6087092.54  649.83 1928.51 1960.00 1924.61  625.33
 614110.80  6087092.54  987.66 2016.21 2175.00 2010.25  992.73
 614110.80  6087092.54 1032.88 2027.50 2260.00 2021.19 1043.82
 614110.80  6087092.54 1848.00 2199.59 2400.00 2188.27 2021.97
 614310.72  6087098.12   50.00 1500.00 1500.00 1500.00   37.50
 614310.72  6087098.12  647.59 1928.40 1960.00 1924.48  623.14
 614310.72  6087098.12  987.11 2016.62 2175.00 2010.65  992.36
 614310.72  6087098.12 1031.29 2027.65 2260.00 2021.33 1042.29
 614310.72  6087098.12 1848.00 2199.99 2400.00 2188.68 2022.34
 614510.64  6087103.71   50.00 1500.00 1500.00 1500.00   37.50
 614510.64  6087103.71  645.22 1928.28 1960.00 1924.35  620.82
 614510.64  6087103.71  986.55 2017.06 2175.00 2011.07  992.01
 614510.64  6087103.71 1030.43 2028.00 2260.00 2021.67 1041.60
 614510.64  6087103.71 1848.00 2200.34 2400.00 2189.05 2022.68
 614710.57  6087109.30   50.00 1500.00 1500.00 1500.00   37.50
 614710.57  6087109.30  643.23 1928.18 1960.00 1924.24  618.86
 614710.57  6087109.30  985.99 2017.41 2175.00 2011.41  991.62
 614710.57  6087109.30 1028.90 2028.11 2260.00 2021.78 1040.10
 614710.57  6087109.30 1848.00 2200.71 2400.00 2189.42 2023.03
 614910.49  6087114.89   50.00 1500.00 1500.00 1500.00   37.50
 614910.49  6087114.89  641.70 1928.10 1960.00 1924.16  617.36
 614910.49  6087114.89  985.43 2017.66 2175.00 2011.66  991.18
 614910.49  6087114.89 1027.52 2028.15 2260.00 2021.83 1038.73
 614910.49  6087114.89 1848.00 2201.02 2400.00 2189.73 2023.31
 615110.41  6087120.47   50.00 1500.00 1500.00 1500.00   37.50
 615110.41  6087120.47  640.19 1928.03 1960.00 1924.07  615.89
 615110.41  6087120.47  984.88 2017.90 2175.00 2011.89  990.73
 615110.41  6087120.47 1026.37 2028.25 2260.00 2021.92 1037.62
 615110.41  6087120.47 1848.00 2201.30 2400.00 2190.02 2023.58
 615310.33  6087126.06   50.00 1500.00 1500.00 1500.00   37.50
 615310.33  6087126.06  638.46 1927.94 1960.00 1923.98  614.20
 615310.33  6087126.06  984.32 2018.20 2175.00 2012.18  990.31
 615310.33  6087126.06 1023.46 2027.98 2260.00 2021.66 1034.54
 615310.33  6087126.06 1848.00 2201.75 2400.00 2190.46 2023.99
 615510.25  6087131.65   50.00 1500.00 1500.00 1500.00   37.50
 615510.25  6087131.65  636.71 1927.85 1960.00 1923.88  612.48
 615510.25  6087131.65  983.75 2018.50 2175.00 2012.47  989.89
 615510.25  6087131.65 1022.08 2028.07 2260.00 2021.75 1033.19
 615510.25  6087131.65 1848.00 2202.07 2400.00 2190.80 2024.30
